tipo,wr0,wr1,wr2,wr3,wr4,wr5,wr6,wr7,wr8,wr9,wr10,wr11,wr12,wr13,wr14,wr15,wr16,wr17,wr18,wr19,wr20,wr21,wr22,wr23,wr24,wr25,wr26,wr27,wr28,wr29,wr30,wr31,wr32,wr33,wr34,wr35,wr36,wr37,wr38,wr39,wr40,wr41,wr42,wr43,wr44,wr45,wr46,wr47,wr48,wl0,wl1,wl2,wl3,wl4,wl5,wl6,wl7,wl8,wl9,wl10,wl11,wl12,wl13,wl14,wl15,wl16,wl17,wl18,wl19,wl20,wl21,wl22,wl23,wl24,wl25,wl26,wl27,wl28,wl29,wl30,wl31,wl32,wl33,wl34,wl35,wl36,wl37,wl38,wl39,wl40,wl41,wl42,wl43,wl44,wl45,wl46,wl47,wl48,br0,br1,br2,br3,br4,br5,br6,br7,br8,br9,br10,br11,br12,br13,br14,br15,br16,br17,br18,br19,br20,br21,br22,br23,br24,br25,br26,br27,br28,br29,br30,br31,br32,br33,br34,br35,br36,br37,br38,br39,br40,br41,br42,br43,br44,br45,br46,br47,br48,bl0,bl1,bl2,bl3,bl4,bl5,bl6,bl7,bl8,bl9,bl10,bl11,bl12,bl13,bl14,bl15,bl16,bl17,bl18,bl19,bl20,bl21,bl22,bl23,bl24,bl25,bl26,bl27,bl28,bl29,bl30,bl31,bl32,bl33,bl34,bl35,bl36,bl37,bl38,bl39,bl40,bl41,bl42,bl43,bl44,bl45,bl46,bl47,bl48,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,r
1,0,0,8,0,0,34,0,0,0,0,0,0,8,0,0,28,8,0,0,17,0,8,0,0,0,0,0,8,0,0,0,8,0,0,34,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,28,0,0,0,0,8,0,8,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,11,8,14,12,11,8,11,10,7,12,8,8,13,13,11,15,7,10,3,6,4,3,1,1,2,3,2,4,4,7,9,13,13,15,9,14,1,10,4,3,4,4,3,3,4,1,2,3,6,11,10,13,11,10,9,13,10,6,12,11,8,13,8,7,15,9,8,3,6,4,2,3,1,2,3,4,6,6,11,8,12,10,13,4,15,3,8,7,7,9,4,1,4,3,0,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,3
1,0,8,17,0,0,34,0,0,0,0,8,8,8,0,0,42,8,0,0,17,0,8,0,0,0,0,0,8,0,0,0,8,0,0,28,8,0,0,0,17,0,0,0,0,0,0,0,8,0,0,0,8,0,0,28,0,0,0,0,8,0,0,0,8,34,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,21,17,0,0,0,0,0,8,0,0,0,0,0,0,0,13,11,14,17,17,23,21,20,18,17,17,11,17,15,14,20,20,22,29,14,22,13,15,16,14,13,4,15,15,16,10,2,16,16,23,22,28,21,26,7,20,16,13,19,16,15,15,15,9,7,9,15,20,17,24,20,17,18,18,16,11,18,14,14,22,20,21,26,17,21,11,12,13,11,13,8,13,12,11,9,4,14,14,24,17,28,20,24,11,18,18,11,15,12,11,12,13,7,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,8
1,0,0,17,0,0,34,0,0,0,0,0,8,8,0,0,34,8,0,0,17,0,8,0,0,0,0,0,8,0,0,0,8,0,0,28,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,42,0,0,0,0,8,0,0,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,28,17,0,0,0,0,0,0,8,0,0,0,0,0,0,9,10,12,13,12,21,17,19,14,13,13,10,13,13,12,19,17,17,17,7,17,10,13,13,11,11,4,13,10,10,10,2,13,10,19,17,23,15,15,1,15,13,10,15,11,9,10,10,6,11,6,10,14,20,24,21,18,16,18,15,8,13,12,9,13,13,16,23,13,15,10,11,12,8,11,7,13,13,13,9,4,14,9,20,17,22,14,23,6,14,15,13,17,12,10,12,13,3,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,7
1,0,8,17,0,0,42,0,0,0,0,8,8,8,0,0,34,8,0,0,17,0,8,0,0,0,0,0,8,0,0,8,0,0,0,34,8,0,0,0,17,0,0,8,0,0,0,0,8,0,0,0,8,0,0,28,0,0,0,0,8,0,0,0,0,28,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,16,21,17,23,19,20,18,17,17,11,18,16,14,19,20,21,29,13,21,10,13,17,14,13,3,13,13,14,10,1,16,14,21,20,26,18,26,12,17,17,13,21,17,15,15,15,10,9,9,14,21,21,24,21,20,18,19,16,11,15,17,17,21,23,24,28,17,21,8,12,12,11,13,4,13,10,11,11,6,17,14,21,17,26,20,24,13,17,13,13,18,12,10,11,11,2,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,8
1,0,8,21,0,0,28,0,0,0,0,0,8,8,0,0,34,8,0,0,17,0,8,0,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,17,0,0,8,0,0,0,0,0,0,8,0,8,0,0,34,0,8,0,0,8,0,8,0,8,28,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,21,17,0,0,0,0,0,8,0,0,0,0,0,0,0,3,9,11,10,11,15,12,13,9,11,10,9,14,8,8,14,15,15,13,4,15,4,11,7,4,7,1,3,4,8,7,1,11,8,17,15,17,13,13,1,13,8,4,10,6,3,7,3,1,4,4,8,12,4,14,13,13,12,13,10,6,13,11,8,13,11,12,15,9,11,7,6,6,2,1,2,4,4,4,4,6,12,9,13,11,17,10,13,7,9,10,7,9,4,3,4,3,1,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,1
1,0,8,17,0,0,28,0,0,0,0,8,8,8,0,0,28,8,0,0,17,0,8,0,0,0,8,0,8,0,0,0,8,0,0,42,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,0,8,0,0,28,0,0,0,0,8,0,8,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,16,20,16,20,18,19,17,16,15,13,19,16,16,21,22,18,26,14,21,10,15,11,10,13,3,13,11,16,11,2,16,16,23,22,28,20,24,10,19,15,13,17,13,13,14,15,12,10,9,13,17,13,20,19,17,17,17,15,12,17,14,15,20,19,21,24,15,20,10,11,10,9,11,6,9,12,11,11,6,17,14,22,17,23,20,21,11,15,13,10,14,9,7,9,8,7,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,8
1,0,0,17,0,0,42,0,0,0,0,0,8,8,0,0,42,0,0,0,8,0,8,0,0,0,0,0,8,0,0,0,8,0,0,45,8,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,8,0,0,34,0,0,0,0,8,0,8,0,0,28,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,8,0,0,0,0,0,0,0,2,2,4,3,7,13,9,9,9,6,4,2,4,4,2,3,3,3,8,3,7,1,7,6,3,3,1,2,1,2,2,2,3,3,11,13,17,8,11,3,10,7,3,7,4,3,3,3,0,7,8,9,15,10,20,17,17,16,15,13,9,14,14,12,14,13,16,17,11,15,7,11,9,6,7,7,8,4,7,8,2,15,11,16,14,19,14,17,9,13,11,7,11,9,8,9,8,1,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4
1,0,8,17,0,0,34,0,0,0,0,8,8,8,0,0,21,8,0,0,17,0,8,0,0,0,0,0,8,0,0,8,8,0,0,34,8,0,0,0,17,0,0,8,0,0,0,0,8,0,8,0,8,0,0,28,0,0,0,0,8,0,0,0,0,21,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,17,13,19,17,17,15,16,14,11,18,13,13,19,20,20,21,10,17,8,11,11,10,13,4,11,10,13,11,0,15,12,20,17,24,17,21,10,16,11,8,15,11,9,11,13,1,6,6,13,17,14,21,17,14,14,17,13,8,17,13,12,18,17,16,21,13,15,8,7,10,8,8,1,10,12,13,9,2,14,13,21,15,22,14,20,7,14,16,10,13,9,10,8,4,2,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4
1,0,8,17,0,0,42,0,0,0,0,8,8,8,0,0,34,8,0,0,17,0,8,0,0,0,0,0,8,0,0,0,8,0,0,42,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,0,8,0,0,42,0,8,0,0,8,0,0,0,8,28,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,10,7,17,16,15,11,12,10,10,9,10,9,11,11,14,15,9,15,8,9,10,8,8,2,8,10,6,9,2,10,10,15,17,23,15,13,3,10,10,8,11,9,7,8,7,6,9,9,10,12,17,22,19,16,14,17,13,10,14,13,11,16,13,13,17,9,13,8,11,9,11,11,6,9,10,10,11,6,15,13,14,13,17,10,17,7,11,11,8,11,9,7,9,10,3,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4
1,0,8,17,0,0,49,8,0,0,0,8,8,8,0,0,21,8,0,0,17,0,17,0,0,0,8,0,17,8,0,0,8,0,0,58,8,0,0,0,17,0,8,8,0,0,8,0,8,0,0,0,17,0,0,45,8,0,0,0,8,0,0,0,0,28,17,0,0,0,0,8,0,0,0,0,0,8,0,8,0,8,0,0,45,17,0,0,0,0,0,17,0,0,0,0,0,0,0,11,13,19,23,18,24,21,24,21,21,17,15,21,17,17,26,24,26,26,14,24,11,18,16,15,17,6,17,14,18,15,4,18,14,26,22,30,22,22,10,22,15,13,20,15,13,17,17,10,13,9,12,15,13,17,17,14,13,15,13,11,13,12,11,18,17,14,20,13,13,11,16,13,13,15,8,14,13,18,10,4,13,12,18,14,21,14,19,9,11,13,11,15,13,11,14,13,7,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,10
1,0,8,21,8,0,45,0,8,0,0,8,8,17,0,0,49,8,0,0,8,0,8,0,0,0,0,0,8,8,0,8,8,0,0,42,8,0,0,0,8,0,0,8,0,0,0,0,0,0,8,8,17,0,8,45,17,8,0,0,8,8,8,0,8,42,17,0,0,0,0,8,0,0,0,0,0,0,8,0,8,0,0,8,34,21,0,0,0,0,0,8,0,0,0,0,0,0,0,6,7,11,10,9,14,14,15,9,11,10,10,12,10,10,13,18,15,18,7,16,7,7,9,8,8,3,9,7,8,9,1,10,9,13,16,20,13,15,3,11,8,8,11,9,7,10,8,4,9,9,12,17,11,22,17,16,16,18,13,9,15,15,13,16,14,13,17,11,13,8,11,9,8,8,6,8,9,9,10,2,14,11,16,13,17,10,13,7,9,10,7,11,8,4,8,7,3,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,7
1,0,8,21,8,0,49,0,8,0,0,8,8,8,0,0,34,8,0,0,21,0,8,0,0,0,8,0,17,0,0,8,8,0,0,45,8,0,0,0,17,0,0,8,0,0,0,0,8,0,8,8,17,0,0,45,8,8,0,0,8,8,8,0,8,42,17,0,0,0,0,17,0,0,0,0,0,0,0,8,8,0,0,8,34,17,0,0,0,0,0,8,0,0,0,0,0,0,0,11,11,17,22,17,23,18,19,15,19,17,11,18,17,14,23,22,21,26,12,20,11,18,16,14,13,4,15,14,14,11,2,17,13,23,20,26,20,22,7,17,10,11,17,13,13,11,13,9,10,9,14,21,13,24,17,18,16,15,15,10,17,17,14,21,21,21,23,15,21,13,15,14,13,13,8,14,14,16,11,4,20,15,24,17,26,20,20,13,17,16,13,20,13,8,12,15,8,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,9
1,0,8,21,0,8,58,8,8,0,0,8,8,8,0,0,49,8,0,0,8,0,8,0,0,0,8,0,8,0,0,8,8,0,0,58,8,0,0,0,17,0,0,0,0,0,0,0,8,0,8,0,17,0,8,54,17,8,0,0,8,0,8,0,8,42,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,45,21,0,0,0,0,0,8,0,0,0,0,0,0,0,4,9,13,13,12,20,16,16,13,16,11,6,11,7,3,8,13,14,17,4,11,1,0,4,3,0,0,2,3,0,2,4,8,2,17,20,23,17,18,4,13,7,0,3,1,0,3,0,0,10,9,15,20,15,27,21,21,21,19,16,12,17,14,16,20,23,24,26,17,26,13,15,13,12,10,9,14,13,10,11,6,17,15,24,21,33,24,28,13,20,13,11,15,10,7,11,11,7,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,9
1,0,8,17,0,0,54,0,0,0,0,8,8,0,0,0,42,0,0,0,17,0,8,0,0,0,0,0,8,0,0,8,8,0,0,49,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,54,0,0,0,0,8,0,0,0,0,42,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,45,17,0,0,0,0,0,8,8,0,0,0,0,0,0,11,10,17,22,15,23,19,20,17,17,17,10,17,11,13,21,26,21,24,12,20,10,13,13,13,13,4,14,13,14,10,2,16,12,23,20,30,22,26,7,20,10,10,14,11,6,13,10,3,6,6,9,13,10,16,13,11,10,11,8,9,9,9,11,13,15,12,19,13,9,4,7,6,6,7,6,6,9,6,6,4,11,12,20,13,18,12,17,7,8,7,4,9,6,1,8,4,3,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,7
1,0,8,17,0,0,45,0,0,0,0,0,8,8,0,0,42,8,0,0,17,0,8,0,0,0,8,0,8,0,0,8,8,0,0,49,8,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,8,0,0,42,8,8,0,0,8,0,8,0,8,34,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,13,11,19,18,19,14,13,11,10,16,11,14,19,18,15,18,12,16,10,13,15,14,13,3,11,10,9,11,4,13,13,20,20,23,13,17,4,13,10,10,15,11,6,11,8,3,7,4,10,12,15,20,17,14,14,17,11,9,14,14,15,18,17,17,21,11,14,11,13,12,11,13,9,12,13,13,13,4,17,13,21,17,21,14,19,9,14,13,11,14,12,8,9,11,6,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,7
1,0,8,17,0,0,54,8,0,0,0,0,8,8,0,0,42,8,0,0,17,0,8,0,0,0,8,0,8,0,0,0,8,0,0,42,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,45,0,0,0,0,8,0,0,0,8,21,17,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,8,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,11,9,15,14,13,13,11,10,9,9,10,13,10,13,15,21,12,13,8,11,13,10,8,2,9,10,8,6,0,13,10,15,13,17,11,20,7,11,8,7,10,11,7,10,8,3,10,9,13,17,15,22,19,17,14,17,13,9,14,13,11,17,19,18,23,15,18,8,12,10,9,11,7,10,10,13,9,2,14,12,20,15,23,17,20,9,15,13,10,14,10,8,11,8,3,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,19,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,21.0,127911,127911,127911,127911,127911,127911,127911,127911,127911,127911,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,126012,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4
1,0,0,17,0,0,34,0,0,0,0,8,8,21,0,0,34,8,0,0,17,0,8,0,0,0,0,0,8,0,0,8,0,0,28,8,0,0,0,17,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,34,0,0,0,0,8,0,17,0,0,28,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,21,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,9,9,13,11,14,13,13,9,11,10,9,12,13,9,13,13,13,18,7,13,7,9,7,7,10,2,9,10,9,7,10,9,13,13,17,13,15,3,11,10,7,10,9,13,8,8,6,4,6,4,10,14,13,20,17,18,16,15,13,8,13,13,12,13,17,14,17,9,13,4,9,6,6,3,3,8,7,9,8,13,11,16,14,18,13,14,7,11,10,8,11,6,8,8,4,0,1,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,38,21.0,127881,127881,127881,127881,127881,127881,127881,127881,127881,127881,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,125987,125987,125987,125987,125987,125987,125987,125987,125987,125987,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4
1,0,8,17,0,0,28,0,8,0,0,8,8,17,0,0,34,8,0,0,17,0,8,0,0,0,8,0,8,0,0,8,0,0,34,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8,0,17,0,0,34,8,8,0,0,8,0,8,0,8,21,17,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,28,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,9,13,16,13,19,17,16,14,13,13,11,16,15,13,17,18,21,24,12,21,4,6,7,8,8,2,9,8,8,9,13,13,19,18,26,17,22,9,17,10,8,13,10,7,10,11,4,8,11,13,17,21,18,22,20,18,18,19,16,13,18,17,16,22,19,22,28,17,20,11,13,13,9,11,6,15,12,18,13,17,15,24,17,24,18,26,11,15,13,13,17,13,10,14,16,7,8,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,38,21.0,127881,127881,127881,127881,127881,127881,127881,127881,127881,127881,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,125987,125987,125987,125987,125987,125987,125987,125987,125987,125987,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,10
1,0,8,17,0,0,34,0,8,0,0,0,8,21,0,0,28,8,0,0,17,0,8,0,0,0,0,0,8,0,0,8,0,0,34,8,8,0,0,17,0,0,8,0,0,0,0,8,0,0,8,0,17,0,0,42,0,8,0,0,8,0,17,0,8,28,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,28,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,15,13,19,18,19,14,15,14,11,18,13,13,19,22,18,22,13,19,8,13,11,10,8,2,10,10,11,11,15,16,19,18,24,15,21,9,16,8,10,15,13,13,13,11,6,8,6,3,8,11,10,18,17,14,13,11,10,6,10,12,8,10,10,13,17,11,15,7,9,8,6,7,6,9,10,11,4,12,9,12,14,19,12,14,7,13,13,11,14,8,4,9,8,2,0,46,57,28,64,54,53,41,40,45,43,37,49,27,49,43,62,59,65,69,53,69,43,45,48,48,62,64,45,45,75,46,43,35,65,24,64,67,62,40,62,43,48,49,45,74,45,70,61,38,21.0,127881,127881,127881,127881,127881,127881,127881,127881,127881,127881,126518,126518,126518,126518,126518,126518,126518,126518,126518,126518,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,125987,125987,125987,125987,125987,125987,125987,125987,125987,125987,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,4
